"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"Perioden: 2016"
"Utrecht (PV)";"19 jaar";"7678";"7796"
"Utrecht (PV)";"20 tot 30 jaar";"83640";"89366"
"Utrecht (PV)";"30 tot 40 jaar";"80845";"82412"
"Utrecht (PV)";"40 tot 50 jaar";"91897";"92924"
"Utrecht (PV)";"50 tot 60 jaar";"86641";"86994"
"Utrecht (PV)";"60 tot 70 jaar";"69152";"71895"
"Utrecht (PV)";"70 tot 80 jaar";"38590";"44710"
"Utrecht (PV)";"80 tot 90 jaar";"15645";"25258"
"Utrecht (PV)";"90 jaar of ouder";"2155";"6274"
"Noord-Holland (PV)";"16 jaar";"15972";"15261"
"Noord-Holland (PV)";"17 jaar";"15905";"15176"
"Noord-Holland (PV)";"18 jaar";"15420";"15010"
"Noord-Holland (PV)";"19 jaar";"15356";"15214"
"Noord-Holland (PV)";"20 tot 30 jaar";"181090";"188762"
"Noord-Holland (PV)";"30 tot 40 jaar";"181538";"184357"
"Noord-Holland (PV)";"40 tot 50 jaar";"202584";"202885"
"Noord-Holland (PV)";"50 tot 60 jaar";"198128";"195758"
"Noord-Holland (PV)";"60 tot 70 jaar";"162171";"166513"
"Noord-Holland (PV)";"70 tot 80 jaar";"92539";"103488"
"Noord-Holland (PV)";"80 tot 90 jaar";"36883";"57818"
"Noord-Holland (PV)";"90 jaar of ouder";"5016";"14116"
"Zuid-Holland (PV)";"16 jaar";"21544";"20569"
"Zuid-Holland (PV)";"17 jaar";"21366";"20508"
"Zuid-Holland (PV)";"18 jaar";"21849";"20818"
"Zuid-Holland (PV)";"19 jaar";"22790";"21152"
"Zuid-Holland (PV)";"20 tot 30 jaar";"244579";"237917"
"Zuid-Holland (PV)";"30 tot 40 jaar";"228433";"232255"
"Zuid-Holland (PV)";"40 tot 50 jaar";"254442";"256068"
"Zuid-Holland (PV)";"50 tot 60 jaar";"251120";"253397"
"Zuid-Holland (PV)";"60 tot 70 jaar";"211279";"217102"
"Zuid-Holland (PV)";"70 tot 80 jaar";"118748";"134815"
"Zuid-Holland (PV)";"80 tot 90 jaar";"50412";"79492"
"Zuid-Holland (PV)";"90 jaar of ouder";"6987";"19991"
"Zeeland (PV)";"16 jaar";"2455";"2216"
"Zeeland (PV)";"17 jaar";"2427";"2285"
"Zeeland (PV)";"18 jaar";"2237";"2104"
"Zeeland (PV)";"19 jaar";"2170";"1977"
"Zeeland (PV)";"20 tot 30 jaar";"20218";"18880"
"Zeeland (PV)";"30 tot 40 jaar";"20190";"19630"
"Zeeland (PV)";"40 tot 50 jaar";"26425";"26489"
"Zeeland (PV)";"50 tot 60 jaar";"27631";"27940"
"Zeeland (PV)";"60 tot 70 jaar";"26618";"27094"
"Zeeland (PV)";"70 tot 80 jaar";"17136";"18340"
"Zeeland (PV)";"80 tot 90 jaar";"7040";"10518"
"Zeeland (PV)";"90 jaar of ouder";"1051";"2905"
"Noord-Brabant (PV)";"16 jaar";"15631";"14620"
"Noord-Brabant (PV)";"17 jaar";"15647";"14908"
"Noord-Brabant (PV)";"18 jaar";"15138";"14409"
"Noord-Brabant (PV)";"19 jaar";"15520";"13922"
"Noord-Brabant (PV)";"20 tot 30 jaar";"156614";"144973"
"Noord-Brabant (PV)";"30 tot 40 jaar";"146320";"142452"
"Noord-Brabant (PV)";"40 tot 50 jaar";"178899";"177321"
"Noord-Brabant (PV)";"50 tot 60 jaar";"187955";"183930"
"Noord-Brabant (PV)";"60 tot 70 jaar";"159507";"157884"
"Noord-Brabant (PV)";"70 tot 80 jaar";"97238";"105723"
"Noord-Brabant (PV)";"80 tot 90 jaar";"37693";"58134"
"Noord-Brabant (PV)";"90 jaar of ouder";"4053";"11508"
"Limburg (PV)";"16 jaar";"6368";"6225"
"Limburg (PV)";"17 jaar";"6609";"6212"
"Limburg (PV)";"18 jaar";"6364";"6147"
"Limburg (PV)";"19 jaar";"6460";"6345"
"Limburg (PV)";"20 tot 30 jaar";"65950";"63050"
"Limburg (PV)";"30 tot 40 jaar";"58791";"56540"
"Limburg (PV)";"40 tot 50 jaar";"75226";"75072"
"Limburg (PV)";"50 tot 60 jaar";"91198";"90256"
"Limburg (PV)";"60 tot 70 jaar";"81352";"79886"
"Limburg (PV)";"70 tot 80 jaar";"50476";"55046"
"Limburg (PV)";"80 tot 90 jaar";"19553";"30934"
"Limburg (PV)";"90 jaar of ouder";"1978";"6319"
"Bron: CBS"
