"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"Perioden: 2017"
"Utrecht (PV)";"19 jaar";"7548";"7949"
"Utrecht (PV)";"20 tot 30 jaar";"84750";"89724"
"Utrecht (PV)";"30 tot 40 jaar";"81916";"83649"
"Utrecht (PV)";"40 tot 50 jaar";"90590";"91759"
"Utrecht (PV)";"50 tot 60 jaar";"87846";"88079"
"Utrecht (PV)";"60 tot 70 jaar";"68614";"71259"
"Utrecht (PV)";"70 tot 80 jaar";"41810";"47974"
"Utrecht (PV)";"80 tot 90 jaar";"16302";"25593"
"Utrecht (PV)";"90 jaar of ouder";"2252";"6289"
"Noord-Holland (PV)";"16 jaar";"16683";"15731"
"Noord-Holland (PV)";"17 jaar";"16168";"15311"
"Noord-Holland (PV)";"18 jaar";"16171";"15509"
"Noord-Holland (PV)";"19 jaar";"15794";"15600"
"Noord-Holland (PV)";"20 tot 30 jaar";"184771";"190662"
"Noord-Holland (PV)";"30 tot 40 jaar";"184916";"187289"
"Noord-Holland (PV)";"40 tot 50 jaar";"199074";"199825"
"Noord-Holland (PV)";"50 tot 60 jaar";"200449";"198032"
"Noord-Holland (PV)";"60 tot 70 jaar";"160071";"164359"
"Noord-Holland (PV)";"70 tot 80 jaar";"100300";"111558"
"Noord-Holland (PV)";"80 tot 90 jaar";"38021";"58026"
"Noord-Holland (PV)";"90 jaar of ouder";"5226";"14130"
"Zuid-Holland (PV)";"16 jaar";"21927";"21079"
"Zuid-Holland (PV)";"17 jaar";"21857";"20775"
"Zuid-Holland (PV)";"18 jaar";"22371";"21484"
"Zuid-Holland (PV)";"19 jaar";"22776";"21815"
"Zuid-Holland (PV)";"20 tot 30 jaar";"247365";"240002"
"Zuid-Holland (PV)";"30 tot 40 jaar";"231354";"235211"
"Zuid-Holland (PV)";"40 tot 50 jaar";"249820";"252679"
"Zuid-Holland (PV)";"50 tot 60 jaar";"253757";"255351"
"Zuid-Holland (PV)";"60 tot 70 jaar";"208025";"214028"
"Zuid-Holland (PV)";"70 tot 80 jaar";"129751";"145268"
"Zuid-Holland (PV)";"80 tot 90 jaar";"51609";"80034"
"Zuid-Holland (PV)";"90 jaar of ouder";"7312";"20057"
"Zeeland (PV)";"16 jaar";"2524";"2333"
"Zeeland (PV)";"17 jaar";"2431";"2181"
"Zeeland (PV)";"18 jaar";"2336";"2150"
"Zeeland (PV)";"19 jaar";"2163";"2001"
"Zeeland (PV)";"20 tot 30 jaar";"20227";"18872"
"Zeeland (PV)";"30 tot 40 jaar";"20286";"19742"
"Zeeland (PV)";"40 tot 50 jaar";"25753";"25873"
"Zeeland (PV)";"50 tot 60 jaar";"27839";"28018"
"Zeeland (PV)";"60 tot 70 jaar";"26100";"26677"
"Zeeland (PV)";"70 tot 80 jaar";"18330";"19498"
"Zeeland (PV)";"80 tot 90 jaar";"7220";"10591"
"Zeeland (PV)";"90 jaar of ouder";"1137";"2923"
"Noord-Brabant (PV)";"16 jaar";"15932";"15287"
"Noord-Brabant (PV)";"17 jaar";"15856";"14750"
"Noord-Brabant (PV)";"18 jaar";"16007";"14861"
"Noord-Brabant (PV)";"19 jaar";"15496";"14407"
"Noord-Brabant (PV)";"20 tot 30 jaar";"158575";"146131"
"Noord-Brabant (PV)";"30 tot 40 jaar";"148132";"143760"
"Noord-Brabant (PV)";"40 tot 50 jaar";"174705";"172878"
"Noord-Brabant (PV)";"50 tot 60 jaar";"189496";"186072"
"Noord-Brabant (PV)";"60 tot 70 jaar";"159231";"157614"
"Noord-Brabant (PV)";"70 tot 80 jaar";"102939";"110900"
"Noord-Brabant (PV)";"80 tot 90 jaar";"39420";"59200"
"Noord-Brabant (PV)";"90 jaar of ouder";"4295";"11964"
"Limburg (PV)";"16 jaar";"6464";"6264"
"Limburg (PV)";"17 jaar";"6484";"6291"
"Limburg (PV)";"18 jaar";"6732";"6431"
"Limburg (PV)";"19 jaar";"6611";"6383"
"Limburg (PV)";"20 tot 30 jaar";"66354";"63210"
"Limburg (PV)";"30 tot 40 jaar";"59586";"57105"
"Limburg (PV)";"40 tot 50 jaar";"72279";"72219"
"Limburg (PV)";"50 tot 60 jaar";"91225";"90223"
"Limburg (PV)";"60 tot 70 jaar";"81404";"80166"
"Limburg (PV)";"70 tot 80 jaar";"53053";"57014"
"Limburg (PV)";"80 tot 90 jaar";"20251";"31692"
"Limburg (PV)";"90 jaar of ouder";"2171";"6492"
"Bron: CBS"
