"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"Perioden: 2011"
"Utrecht (PV)";"20 tot 30 jaar";"79377";"86036"
"Utrecht (PV)";"30 tot 40 jaar";"84107";"85730"
"Utrecht (PV)";"40 tot 50 jaar";"95528";"95115"
"Utrecht (PV)";"50 tot 60 jaar";"78537";"79498"
"Utrecht (PV)";"60 tot 70 jaar";"60850";"63613"
"Utrecht (PV)";"70 tot 80 jaar";"32876";"39806"
"Utrecht (PV)";"80 tot 90 jaar";"13405";"24460"
"Utrecht (PV)";"90 jaar of ouder";"1528";"5075"
"Noord-Holland (PV)";"16 jaar";"15291";"14655"
"Noord-Holland (PV)";"17 jaar";"15294";"14751"
"Noord-Holland (PV)";"18 jaar";"15722";"15241"
"Noord-Holland (PV)";"19 jaar";"15826";"16051"
"Noord-Holland (PV)";"20 tot 30 jaar";"165903";"174263"
"Noord-Holland (PV)";"30 tot 40 jaar";"185548";"188645"
"Noord-Holland (PV)";"40 tot 50 jaar";"217079";"211555"
"Noord-Holland (PV)";"50 tot 60 jaar";"180812";"179973"
"Noord-Holland (PV)";"60 tot 70 jaar";"146722";"149862"
"Noord-Holland (PV)";"70 tot 80 jaar";"78144";"92670"
"Noord-Holland (PV)";"80 tot 90 jaar";"32408";"56890"
"Noord-Holland (PV)";"90 jaar of ouder";"3684";"12201"
"Zuid-Holland (PV)";"16 jaar";"21556";"20309"
"Zuid-Holland (PV)";"17 jaar";"21811";"20354"
"Zuid-Holland (PV)";"18 jaar";"22789";"21124"
"Zuid-Holland (PV)";"19 jaar";"23578";"22206"
"Zuid-Holland (PV)";"20 tot 30 jaar";"232306";"229161"
"Zuid-Holland (PV)";"30 tot 40 jaar";"235364";"236589"
"Zuid-Holland (PV)";"40 tot 50 jaar";"271308";"268833"
"Zuid-Holland (PV)";"50 tot 60 jaar";"234311";"235539"
"Zuid-Holland (PV)";"60 tot 70 jaar";"189262";"192674"
"Zuid-Holland (PV)";"70 tot 80 jaar";"104441";"124352"
"Zuid-Holland (PV)";"80 tot 90 jaar";"43689";"78731"
"Zuid-Holland (PV)";"90 jaar of ouder";"5053";"17113"
"Zeeland (PV)";"16 jaar";"2423";"2428"
"Zeeland (PV)";"17 jaar";"2271";"2237"
"Zeeland (PV)";"18 jaar";"2251";"2078"
"Zeeland (PV)";"19 jaar";"2097";"1921"
"Zeeland (PV)";"20 tot 30 jaar";"20120";"18268"
"Zeeland (PV)";"30 tot 40 jaar";"21983";"21524"
"Zeeland (PV)";"40 tot 50 jaar";"28599";"28656"
"Zeeland (PV)";"50 tot 60 jaar";"27038";"27136"
"Zeeland (PV)";"60 tot 70 jaar";"25229";"25382"
"Zeeland (PV)";"70 tot 80 jaar";"14358";"16152"
"Zeeland (PV)";"80 tot 90 jaar";"6373";"10432"
"Zeeland (PV)";"90 jaar of ouder";"843";"2444"
"Noord-Brabant (PV)";"16 jaar";"15439";"14830"
"Noord-Brabant (PV)";"17 jaar";"15341";"14488"
"Noord-Brabant (PV)";"18 jaar";"15591";"14848"
"Noord-Brabant (PV)";"19 jaar";"15488";"14275"
"Noord-Brabant (PV)";"20 tot 30 jaar";"146998";"137916"
"Noord-Brabant (PV)";"30 tot 40 jaar";"153356";"150806"
"Noord-Brabant (PV)";"40 tot 50 jaar";"197669";"192376"
"Noord-Brabant (PV)";"50 tot 60 jaar";"174696";"169988"
"Noord-Brabant (PV)";"60 tot 70 jaar";"146529";"144309"
"Noord-Brabant (PV)";"70 tot 80 jaar";"82594";"95580"
"Noord-Brabant (PV)";"80 tot 90 jaar";"29255";"51717"
"Noord-Brabant (PV)";"90 jaar of ouder";"2646";"8740"
"Limburg (PV)";"16 jaar";"6688";"6394"
"Limburg (PV)";"17 jaar";"6842";"6349"
"Limburg (PV)";"18 jaar";"6739";"6347"
"Limburg (PV)";"19 jaar";"6817";"6610"
"Limburg (PV)";"20 tot 30 jaar";"63190";"59823"
"Limburg (PV)";"30 tot 40 jaar";"61709";"60847"
"Limburg (PV)";"40 tot 50 jaar";"89714";"88459"
"Limburg (PV)";"50 tot 60 jaar";"88775";"86727"
"Limburg (PV)";"60 tot 70 jaar";"74613";"72628"
"Limburg (PV)";"70 tot 80 jaar";"43165";"50900"
"Limburg (PV)";"80 tot 90 jaar";"15711";"28296"
"Limburg (PV)";"90 jaar of ouder";"1343";"4744"
"Bron: CBS"
