"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"Perioden: 2010"
"Utrecht (PV)";"20 tot 30 jaar";"79425";"85723"
"Utrecht (PV)";"30 tot 40 jaar";"86165";"87454"
"Utrecht (PV)";"40 tot 50 jaar";"94623";"94046"
"Utrecht (PV)";"50 tot 60 jaar";"77425";"78333"
"Utrecht (PV)";"60 tot 70 jaar";"58982";"61846"
"Utrecht (PV)";"70 tot 80 jaar";"31907";"39236"
"Utrecht (PV)";"80 tot 90 jaar";"12932";"24011"
"Utrecht (PV)";"90 jaar of ouder";"1356";"4901"
"Noord-Holland (PV)";"16 jaar";"15245";"14739"
"Noord-Holland (PV)";"17 jaar";"15569";"14773"
"Noord-Holland (PV)";"18 jaar";"15507";"15271"
"Noord-Holland (PV)";"19 jaar";"15991";"15758"
"Noord-Holland (PV)";"20 tot 30 jaar";"162964";"170736"
"Noord-Holland (PV)";"30 tot 40 jaar";"189376";"191890"
"Noord-Holland (PV)";"40 tot 50 jaar";"215988";"209927"
"Noord-Holland (PV)";"50 tot 60 jaar";"178483";"177497"
"Noord-Holland (PV)";"60 tot 70 jaar";"142696";"145924"
"Noord-Holland (PV)";"70 tot 80 jaar";"75778";"90969"
"Noord-Holland (PV)";"80 tot 90 jaar";"31492";"56752"
"Noord-Holland (PV)";"90 jaar of ouder";"3289";"11427"
"Zuid-Holland (PV)";"16 jaar";"21687";"20279"
"Zuid-Holland (PV)";"17 jaar";"22043";"20679"
"Zuid-Holland (PV)";"18 jaar";"22917";"21719"
"Zuid-Holland (PV)";"19 jaar";"23590";"22168"
"Zuid-Holland (PV)";"20 tot 30 jaar";"228721";"226253"
"Zuid-Holland (PV)";"30 tot 40 jaar";"239916";"240108"
"Zuid-Holland (PV)";"40 tot 50 jaar";"270009";"267124"
"Zuid-Holland (PV)";"50 tot 60 jaar";"231701";"232532"
"Zuid-Holland (PV)";"60 tot 70 jaar";"184570";"188010"
"Zuid-Holland (PV)";"70 tot 80 jaar";"101942";"123156"
"Zuid-Holland (PV)";"80 tot 90 jaar";"42116";"77925"
"Zuid-Holland (PV)";"90 jaar of ouder";"4617";"16202"
"Zeeland (PV)";"16 jaar";"2296";"2318"
"Zeeland (PV)";"17 jaar";"2420";"2320"
"Zeeland (PV)";"18 jaar";"2252";"2036"
"Zeeland (PV)";"19 jaar";"2244";"1965"
"Zeeland (PV)";"20 tot 30 jaar";"19969";"18094"
"Zeeland (PV)";"30 tot 40 jaar";"22760";"22228"
"Zeeland (PV)";"40 tot 50 jaar";"28551";"28502"
"Zeeland (PV)";"50 tot 60 jaar";"26992";"27194"
"Zeeland (PV)";"60 tot 70 jaar";"24758";"24721"
"Zeeland (PV)";"70 tot 80 jaar";"13994";"15983"
"Zeeland (PV)";"80 tot 90 jaar";"6222";"10386"
"Zeeland (PV)";"90 jaar of ouder";"792";"2264"
"Noord-Brabant (PV)";"16 jaar";"15271";"14453"
"Noord-Brabant (PV)";"17 jaar";"15620";"15162"
"Noord-Brabant (PV)";"18 jaar";"15585";"14640"
"Noord-Brabant (PV)";"19 jaar";"15341";"14426"
"Noord-Brabant (PV)";"20 tot 30 jaar";"145194";"136642"
"Noord-Brabant (PV)";"30 tot 40 jaar";"158305";"154764"
"Noord-Brabant (PV)";"40 tot 50 jaar";"197389";"192021"
"Noord-Brabant (PV)";"50 tot 60 jaar";"172767";"168331"
"Noord-Brabant (PV)";"60 tot 70 jaar";"142978";"140629"
"Noord-Brabant (PV)";"70 tot 80 jaar";"80110";"93900"
"Noord-Brabant (PV)";"80 tot 90 jaar";"27677";"50286"
"Noord-Brabant (PV)";"90 jaar of ouder";"2336";"8066"
"Limburg (PV)";"16 jaar";"6835";"6362"
"Limburg (PV)";"17 jaar";"6871";"6455"
"Limburg (PV)";"18 jaar";"6856";"6582"
"Limburg (PV)";"19 jaar";"6989";"6578"
"Limburg (PV)";"20 tot 30 jaar";"61904";"58729"
"Limburg (PV)";"30 tot 40 jaar";"63899";"63215"
"Limburg (PV)";"40 tot 50 jaar";"91102";"89482"
"Limburg (PV)";"50 tot 60 jaar";"88314";"85958"
"Limburg (PV)";"60 tot 70 jaar";"72890";"70982"
"Limburg (PV)";"70 tot 80 jaar";"41999";"50321"
"Limburg (PV)";"80 tot 90 jaar";"14750";"27719"
"Limburg (PV)";"90 jaar of ouder";"1206";"4316"
"Bron: CBS"
